ORF_ID	FC_U	FC_T	transcript_id	gene_id
ENST00000228307.11_120224203_120265654_213	24.7660900138232	-13.229250724939499	ENST00000228307	ENSG00000089159
ENST00000229195.7_70243289_70278188_249	17.4809576063801	-10.684182516741801	ENST00000229195	ENSG00000111596
ENST00000229214.8_75511551_75511610_60	30.0	-23.749597225608397	ENST00000229214	ENSG00000111615
ENST00000229416.10_53544721_53545122_402	15.998530078940101	-10.4745344445264	ENST00000229416	ENSG00000001084
ENST00000231572.7_168486446_168488620_117	14.07431804174	-12.451464397409302	ENST00000231572	ENSG00000113643
ENST00000231790.6_36993489_36993593_105	17.173396036893198	-10.8462692647314	ENST00000231790	ENSG00000076242
ENST00000232165.7_25438745_25438990_246	21.2827230004579	-23.905609952150197	ENST00000232165	ENSG00000114062
ENST00000232165.7_25438759_25439055_297	21.3353818406884	-23.905609952150197	ENST00000232165	ENSG00000114062
ENST00000232165.7_25438956_25439051_96	21.1772794957002	-23.905609952150197	ENST00000232165	ENSG00000114062
ENST00000234111.8_10445032_10445247_111	30.0	-13.0188110470985	ENST00000234111	ENSG00000115758
ENST00000234111.8_10448125_10448283_159	20.5343515869146	-13.0188110470985	ENST00000234111	ENSG00000115758
ENST00000234170.9_37231504_37231581_78	18.5080158150352	-11.1082027274571	ENST00000234170	ENSG00000115816
ENST00000234831.9_54053367_54053438_72	17.935536879376603	-12.032523516605	ENST00000234831	ENSG00000116209
ENST00000235790.8_202773123_202773284_162	11.098513737011	-11.874627517997599	ENST00000235790	ENSG00000117139
ENST00000237853.8_95961726_95961824_99	16.5468395844787	-9.6672274373027	ENST00000237853	ENSG00000118985
ENST00000238616.9_75126827_75126958_132	11.6465181291108	-11.1617541709973	ENST00000238616	ENSG00000119638
ENST00000238633.6_74484578_74493281_207	11.2693133439539	-11.5634950926333	ENST00000238633	ENSG00000119655
ENST00000238855.11_64551449_64551520_72	16.3677509774915	-10.9477661688495	ENST00000238855	ENSG00000119844
ENST00000238856.8_64551449_64551520_72	16.3677509774915	-10.9439551606901	ENST00000238856	ENSG00000119844
ENST00000239690.8_109334040_109334180_141	13.339374903299198	-11.895732798483401	ENST00000239690	ENSG00000120526
ENST00000240333.10_49707826_49708197_372	17.1764217281236	-10.977008426639301	ENST00000240333	ENSG00000121073
ENST00000240333.10_49708053_49708148_96	16.0501067236359	-10.977008426639301	ENST00000240333	ENSG00000121073
ENST00000241052.4_34438937_34449204_156	13.004134500759001	-11.4942069636516	ENST00000241052	ENSG00000121691
ENST00000242728.4_26124908_26125000_93	16.346056605831098	-9.700087007516741	ENST00000242728	ENSG00000123095
ENST00000245441.9_50821939_50822070_132	23.0333985410985	-25.0871052627121	ENST00000245441	ENSG00000100503
ENST00000245857.9_38853055_38853373_123	10.3981497022181	-11.799273729437099	ENST00000245857	ENSG00000125691
ENST00000247843.6_69359902_69360018_117	15.6868050840769	-10.3607115230839	ENST00000247843	ENSG00000127337
ENST00000247866.8_140696689_140696754_66	18.565993160158	-12.0059541358879	ENST00000247866	ENSG00000090266
ENST00000248600.5_76047848_76047979_132	17.1892029191941	-10.3687681446264	ENST00000248600	ENSG00000127952
ENST00000251849.8_12618657_12664051_330	17.3199264022616	-10.5157661384958	ENST00000251849	ENSG00000132155
ENST00000253003.6_62302918_62303690_255	12.234283378510401	-12.0970534251989	ENST00000253003	ENSG00000130706
ENST00000253099.10_10252057_10252221_165	15.937127262959	-11.1979777722237	ENST00000253099	ENSG00000105364
ENST00000254301.13_55129088_55138049_240	14.0095818725413	-12.898865299398901	ENST00000254301	ENSG00000131981
ENST00000255006.10_19886651_19889654_219	18.7784534210912	-12.151934972782099	ENST00000255006	ENSG00000132669
ENST00000256682.8_48940083_48957532_489	30.0	-11.578378681066	ENST00000256682	ENSG00000134287
ENST00000256682.8_48957325_48957450_126	17.506828132044802	-11.578378681066	ENST00000256682	ENSG00000134287
ENST00000256682.8_48957399_48957518_120	18.6488371046872	-11.578378681066	ENST00000256682	ENSG00000134287
ENST00000257694.12_108521489_108526106_111	16.7447926992834	-10.3275282199027	ENST00000257694	ENSG00000135241
ENST00000257694.12_108526052_108526165_114	16.1225667164605	-10.3275282199027	ENST00000257694	ENSG00000135241
ENST00000257934.8_53268305_53268822_141	16.8414703336291	-10.418457743901198	ENST00000257934	ENSG00000135476
ENST00000258149.9_68808189_68808422_234	16.3043692742755	-9.87387317014863	ENST00000258149	ENSG00000135679
ENST00000258149.9_68808205_68808288_84	16.3043692742755	-9.87387317014863	ENST00000258149	ENSG00000135679
ENST00000258149.9_68808209_68808442_234	16.0119647798915	-9.87387317014863	ENST00000258149	ENSG00000135679
ENST00000258886.12_78438208_78439804_159	15.8931631457335	-10.445266381847901	ENST00000258886	ENSG00000136381
ENST00000259008.6_61861569_61863504_222	16.483571885089	-11.3752220328796	ENST00000259008	ENSG00000136492
ENST00000259021.8_49788734_49792015_246	11.762740598780198	-11.363412085345399	ENST00000259021	ENSG00000136504
ENST00000259253.10_128091341_128091409_69	17.3602587746538	-11.8850768346365	ENST00000259253	ENSG00000136731
ENST00000260327.8_44427456_44427662_207	12.2361489996404	-10.9026928502734	ENST00000260327	ENSG00000137770
ENST00000260361.8_41402219_41402323_105	15.7405737245966	-9.440672284465188	ENST00000260361	ENSG00000137806
ENST00000260506.12_93448185_93499508_162	15.992934893337901	-10.199391671497	ENST00000260506	ENSG00000137942
ENST00000260563.4_100266254_100266536_180	16.4203414591258	-9.401466795262769	ENST00000260563	ENSG00000137996
ENST00000260746.5_102705465_102714394_147	16.2974363768293	-9.49815276669881	ENST00000260746	ENSG00000138175
ENST00000260753.8_89701611_89705376_153	16.861895568122097	-11.309689055418902	ENST00000260753	ENSG00000138182
ENST00000261023.7_186590100_186590210_111	14.879342929837	-10.9625707149155	ENST00000261023	ENSG00000138448
ENST00000261191.11_26936790_26938160_390	19.5754197224153	-11.5443518677446	ENST00000261191	ENSG00000064102
ENST00000261191.11_26938167_26938298_132	13.3699154040782	-11.5443518677446	ENST00000261191	ENSG00000064102
ENST00000261191.11_26938180_26938311_132	16.6757754017726	-11.5443518677446	ENST00000261191	ENSG00000064102
ENST00000261247.13_59484453_59484551_99	25.897230005620102	-24.849582362318202	ENST00000261247	ENSG00000050130
ENST00000261247.13_59484458_59484556_99	25.7776838796364	-24.849582362318202	ENST00000261247	ENSG00000050130
ENST00000261247.13_59484475_59486767_174	30.0	-24.849582362318202	ENST00000261247	ENSG00000050130
ENST00000261413.9_72314158_72320249_102	12.603635488030699	-11.0800637166672	ENST00000261413	ENSG00000113048
ENST00000261483.4_109689564_109689899_336	16.3745782537127	-12.115890105823699	ENST00000261483	ENSG00000112893
ENST00000261483.4_109690263_109690418_156	12.4658900785494	-12.115890105823699	ENST00000261483	ENSG00000112893
ENST00000261530.11_76151958_76154385_66	15.9805813169486	-10.2284614731692	ENST00000261530	ENSG00000089916
ENST00000261597.8_2571523_2571618_96	14.4736033877476	-12.516952007206301	ENST00000261597	ENSG00000080986
ENST00000261597.8_2571625_2572980_63	14.2617643999395	-12.516952007206301	ENST00000261597	ENSG00000080986
ENST00000261636.12_101405934_101407731_138	30.0	-11.8690220025073	ENST00000261636	ENSG00000120805
ENST00000261637.4_101280222_101281129_120	18.439262593881498	-12.0692379649494	ENST00000261637	ENSG00000120800
ENST00000261755.9_80152810_80159856_354	16.916549234247302	-9.75516663354215	ENST00000261755	ENSG00000103876
ENST00000261973.11_73058461_73071636_255	21.2409460758326	-12.907461371329699	ENST00000261973	ENSG00000119707
ENST00000262127.6_12701100_12702576_105	30.0	-9.179846575840811	ENST00000262127	ENSG00000101624
ENST00000262173.7_13731475_13731546_72	19.0383698793245	-11.3333086765853	ENST00000262173	ENSG00000101654
ENST00000262173.7_13731498_13731581_84	14.192837572184802	-11.3333086765853	ENST00000262173	ENSG00000101654
ENST00000262198.8_80109047_80117568_465	12.6862393163396	-10.4761607046553	ENST00000262198	ENSG00000101544
ENST00000262348.8_68232372_68232539_168	16.4686013565082	-11.243746653980802	ENST00000262348	ENSG00000116729
ENST00000262498.7_58129159_58129308_150	16.2842761917963	-9.37815014740714	ENST00000262498	ENSG00000070761
ENST00000262544.6_18507650_18507799_150	17.576207060879298	-11.9854384745812	ENST00000262544	ENSG00000101310
ENST00000262544.6_18508008_18510867_69	12.131821007667401	-11.9854384745812	ENST00000262544	ENSG00000101310
ENST00000262584.7_144792062_144792451_165	30.0	-15.000183733952198	ENST00000262584	ENSG00000161016
ENST00000262650.10_34363321_34369433_69	19.092317783145003	-12.002838754549199	ENST00000262650	ENSG00000078747
ENST00000262713.6_22982392_22982466_75	15.836122524654801	-9.95146870827124	ENST00000262713	ENSG00000129474
ENST00000262879.10_38472849_38472998_150	17.4023467215869	-11.6693180422913	ENST00000262879	ENSG00000170471
ENST00000262879.10_38472875_38472967_93	16.8122289460966	-11.6693180422913	ENST00000262879	ENSG00000170471
ENST00000262879.10_38472961_38488422_129	16.290963927911502	-11.6693180422913	ENST00000262879	ENSG00000170471
ENST00000262879.10_38473008_38488463_123	16.658494867892802	-11.6693180422913	ENST00000262879	ENSG00000170471
ENST00000262960.13_4719917_4723709_114	12.427835707094099	-11.5269423483425	ENST00000262960	ENSG00000142002
ENST00000262960.13_4722505_4723803_177	19.373280498326398	-11.5269423483425	ENST00000262960	ENSG00000142002
ENST00000262960.13_4723731_4723853_123	17.7134814499423	-11.5269423483425	ENST00000262960	ENSG00000142002
ENST00000262975.8_47310079_47347885_156	16.4136441834924	-10.9612995959155	ENST00000262975	ENSG00000101040
ENST00000262975.8_47347910_47356679_111	15.812354685121601	-10.9612995959155	ENST00000262975	ENSG00000101040
ENST00000263239.6_117814661_117814732_72	18.434731806274602	-11.256145052264301	ENST00000263239	ENSG00000088205
ENST00000263239.6_117814728_117814793_66	18.3050561095309	-11.256145052264301	ENST00000263239	ENSG00000088205
ENST00000263461.10_120851297_120852574_261	11.7693868667532	-10.857240771545	ENST00000263461	ENSG00000120008
ENST00000263552.10_139778249_139780807_291	17.4340604042588	-10.7095247067281	ENST00000263552	ENSG00000059377
ENST00000263552.10_139778275_139782683_300	16.561731983441998	-10.7095247067281	ENST00000263552	ENSG00000059377
ENST00000263552.10_139778328_139780799_204	16.4532176289482	-10.7095247067281	ENST00000263552	ENSG00000059377
ENST00000263552.10_139787405_139829388_99	16.561731983441998	-10.7095247067281	ENST00000263552	ENSG00000059377
ENST00000263688.3_172533227_172533289_63	30.0	-24.592553758850304	ENST00000263688	ENSG00000094975
ENST00000263688.3_172533252_172533320_69	23.6263458916736	-24.592553758850304	ENST00000263688	ENSG00000094975
ENST00000263688.3_172533365_172533436_72	21.5273980388036	-24.592553758850304	ENST00000263688	ENSG00000094975
ENST00000263736.4_45605393_45611271_102	16.1401183640833	-10.3856712575589	ENST00000263736	ENSG00000068784
ENST00000263753.8_20184009_20186185_153	15.855093098671999	-9.785783231659538	ENST00000263753	ENSG00000129810
ENST00000263791.9_39934161_39939529_204	17.5086641772154	-11.010108366763198	ENST00000263791	ENSG00000128829
ENST00000263791.9_39934165_39939518_189	17.5086641772154	-11.010108366763198	ENST00000263791	ENSG00000128829
ENST00000263847.5_59615649_59615717_69	16.7326275396581	-11.9267588216539	ENST00000263847	ENSG00000110048
ENST00000263881.7_39378113_39437012_132	11.5944209875667	-10.7124495124467	ENST00000263881	ENSG00000011566
ENST00000264001.8_66552571_66552720_150	17.564691100813402	-9.52251679890869	ENST00000264001	ENSG00000217555
ENST00000264052.9_230416092_230417599_246	16.64196316405	-10.7898690355842	ENST00000264052	ENSG00000067066
ENST00000264107.11_172427595_172427885_291	13.276761150483699	-13.645607489237499	ENST00000264107	ENSG00000091409
ENST00000264161.8_135983421_135985572_204	19.463968356969897	-12.155086765426901	ENST00000264161	ENSG00000115866
ENST00000264198.4_20503305_20508124_225	15.856063755536999	-9.897655276191038	ENST00000264198	ENSG00000090432
ENST00000264221.6_56435763_56435828_66	17.880389106883896	-13.4207941817184	ENST00000264221	ENSG00000128050
ENST00000264221.6_56435768_56435833_66	17.880389106883896	-13.4207941817184	ENST00000264221	ENSG00000128050
ENST00000264265.3_158672512_158672607_96	17.298019605071097	-10.3147639545666	ENST00000264265	ENSG00000079257
ENST00000264265.3_158672522_158672599_78	16.5631658111041	-10.3147639545666	ENST00000264265	ENSG00000079257
ENST00000264758.11_2843892_2844020_129	16.3033625728401	-11.1953525791276	ENST00000264758	ENSG00000087274
ENST00000264758.11_2843905_2875916_141	16.4567219688082	-11.1953525791276	ENST00000264758	ENSG00000087274
ENST00000264883.7_76144407_76148408_168	12.5647306394154	-10.183858032954301	ENST00000264883	ENSG00000138750
ENST00000264995.7_131501695_131502876_168	12.6237515783796	-10.9347156308917	ENST00000264995	ENSG00000114686
ENST00000264995.7_131502828_131502962_135	16.3453434382021	-10.9347156308917	ENST00000264995	ENSG00000114686
ENST00000265069.12_32444232_32444740_216	20.915730347585896	-12.3675459473045	ENST00000265069	ENSG00000056097
ENST00000265361.7_80918871_80919035_165	17.509747536758802	-11.3942037896495	ENST00000265361	ENSG00000075223
ENST00000265388.9_129018051_129054840_297	11.474954803371197	-11.8162831702507	ENST00000265388	ENSG00000064419
ENST00000265388.9_129018079_129054865_294	12.193688511969599	-11.8162831702507	ENST00000265388	ENSG00000064419
ENST00000265393.10_27740110_27748525_168	13.732895353085198	-12.747363970618999	ENST00000265393	ENSG00000106052
ENST00000265393.10_27740246_27748607_114	13.677376044045	-12.747363970618999	ENST00000265393	ENSG00000106052
ENST00000265431.7_90082067_90082810_228	23.345194937636	-25.184865501483603	ENST00000265431	ENSG00000104327
ENST00000265433.7_89982838_89984716_210	12.328707462751	-12.1715330562457	ENST00000265433	ENSG00000104320
ENST00000265433.7_89984577_89984693_117	13.5468546810371	-12.1715330562457	ENST00000265433	ENSG00000104320
ENST00000265433.7_89984617_89984694_78	13.5468546810371	-12.1715330562457	ENST00000265433	ENSG00000104320
ENST00000265523.8_43758688_43771159_69	17.042930713244502	-11.1603923086562	ENST00000265523	ENSG00000106605
ENST00000265562.4_47381033_47381149_117	16.114505166156498	-10.783204384175198	ENST00000265562	ENSG00000076201
ENST00000265631.9_96296923_96322089_177	16.0126624682855	-10.498255634406402	ENST00000265631	ENSG00000004864
ENST00000265872.10_68721215_68722464_78	14.222897123870599	-11.656269683053901	ENST00000265872	ENSG00000060339
ENST00000266014.9_52705500_52705613_114	15.555813211556	-10.0716048601497	ENST00000266014	ENSG00000016864
ENST00000266671.9_76032296_76032424_129	17.2149255495309	-12.879560668668	ENST00000266671	ENSG00000139289
ENST00000266970.8_55966777_55966986_210	12.1520377872086	-10.6216732387341	ENST00000266970	ENSG00000123374
ENST00000267163.4_48303801_48303998_198	15.6697809910544	-10.950739247304499	ENST00000267163	ENSG00000139687
ENST00000267176.8_123350405_123364819_156	17.348800039025303	-11.599256356687501	ENST00000267176	ENSG00000139697
ENST00000267257.11_120224195_120265640_207	24.818769138228898	-13.241582112591699	ENST00000267257	ENSG00000089159
ENST00000267257.11_120224203_120265654_213	24.7889088970752	-13.241582112591699	ENST00000267257	ENSG00000089159
ENST00000267973.6_78295705_78299684_144	16.6391575378654	-10.8127949211967	ENST00000267973	ENSG00000140395
ENST00000267973.6_78299564_78299773_210	16.5227410825209	-10.8127949211967	ENST00000267973	ENSG00000140395
ENST00000268379.8_21953414_21957266_75	13.1268117477549	-12.087654190754302	ENST00000268379	ENSG00000140740
ENST00000269195.5_35654576_35654635_60	17.7543451360673	-10.861416841305802	ENST00000269195	ENSG00000141429
ENST00000269932.10_19033630_19033821_192	12.5805716392587	-10.297456163592	ENST00000269932	ENSG00000105676
ENST00000269932.10_19033989_19042844_159	10.618065535996301	-10.297456163592	ENST00000269932	ENSG00000105676
ENST00000270460.10_55675226_55675393_168	15.7656185310886	-10.8483330487659	ENST00000270460	ENSG00000063245
ENST00000270460.10_55675333_55675422_90	17.4977636386093	-10.8483330487659	ENST00000270460	ENSG00000063245
ENST00000270538.7_7938145_7943664_207	10.9852292233643	-11.021738059089401	ENST00000270538	ENSG00000104980
ENST00000270538.7_7938149_7943803_342	11.007879376293301	-11.021738059089401	ENST00000270538	ENSG00000104980
ENST00000270625.6_49496404_49497922_282	24.429430370171104	-14.647138219812	ENST00000270625	ENSG00000142534
ENST00000271234.11_93448185_93499508_162	15.992934893337901	-10.212122523823	ENST00000271234	ENSG00000137942
ENST00000271836.10_155051316_155051462_147	12.276579042711699	-11.8435971374069	ENST00000271836	ENSG00000143537
ENST00000271836.10_155051353_155052677_120	12.1746566828381	-11.8435971374069	ENST00000271836	ENSG00000143537
ENST00000272542.7_112646029_112646614_153	13.196762360326199	-12.7725065864898	ENST00000272542	ENSG00000144136
ENST00000272638.13_135741794_135748267_219	18.805371345449103	-11.4639439440034	ENST00000272638	ENSG00000144224
ENST00000272748.8_175993186_176002290_258	18.0143778918298	-10.508878194357	ENST00000272748	ENSG00000144320
ENST00000272748.8_175995591_176002319_216	17.352273215945598	-10.508878194357	ENST00000272748	ENSG00000144320
ENST00000272793.9_169827465_169827650_186	16.0215668859589	-11.6473373185677	ENST00000272793	ENSG00000144357
ENST00000273258.3_69084986_69085153_168	18.1792716155771	-10.829788068035901	ENST00000273258	ENSG00000144746
ENST00000273398.7_113747056_113781094_198	12.994019998081	-12.542598656203499	ENST00000273398	ENSG00000114573
ENST00000274026.9_121823659_121823757_99	16.3674613763016	-11.2580465979279	ENST00000274026	ENSG00000145386
ENST00000274203.13_16935897_16936271_375	17.7236775776375	-11.169917082099	ENST00000274203	ENSG00000145555
ENST00000274217.3_14581797_14600991_189	15.9617286922211	-10.214025911511401	ENST00000274217	ENSG00000145569
ENST00000274457.4_115543598_115544541_105	30.0	-23.4693941421501	ENST00000274457	ENSG00000145780
ENST00000274562.13_146177563_146177625_63	12.2607030507143	-11.9751308448699	ENST00000274562	ENSG00000133706
ENST00000274562.13_146177635_146182519_63	12.387058631117101	-11.9751308448699	ENST00000274562	ENSG00000133706
ENST00000275603.8_56051704_56052454_315	25.318734377991298	-13.3345723556876	ENST00000275603	ENSG00000146731
ENST00000278174.9_13463116_13463271_156	15.789160862155	-9.07870036930134	ENST00000278174	ENSG00000148925
ENST00000278616.8_108222966_108223184_219	15.741870265537601	-11.6136847655624	ENST00000278616	ENSG00000149311
ENST00000279873.11_61901525_61902267_315	18.125259606338197	-12.378208995096399	ENST00000279873	ENSG00000150347
ENST00000279873.11_61901658_61902223_138	13.333197007037802	-12.378208995096399	ENST00000279873	ENSG00000150347
ENST00000280154.11_110871860_110875986_180	17.3917446195174	-12.058420600202801	ENST00000280154	ENSG00000150593
ENST00000280377.9_62260362_62294183_147	17.3605451676295	-11.358041533321499	ENST00000280377	ENSG00000135655
ENST00000280800.4_113358576_113358842_267	16.889399601288304	-11.216378284362	ENST00000280800	ENSG00000151176
ENST00000280800.4_113358590_113358649_60	12.434938355395602	-11.216378284362	ENST00000280800	ENSG00000151176
ENST00000280904.10_31102241_31102333_93	15.820914713594599	-11.437754456868598	ENST00000280904	ENSG00000134755
ENST00000281038.9_78574358_78574639_282	30.0	-8.888859721576331	ENST00000281038	ENSG00000137513
ENST00000281419.7_9206803_9279350_462	18.235976292906802	-11.5059307504465	ENST00000281419	ENSG00000151693
ENST00000281419.7_9206826_9207053_228	16.023184327904	-11.5059307504465	ENST00000281419	ENSG00000151693
ENST00000281419.7_9206894_9207148_255	12.479763182377601	-11.5059307504465	ENST00000281419	ENSG00000151693
ENST00000281828.6_222656051_222656197_147	12.360040092644901	-11.801611442285	ENST00000281828	ENSG00000116120
ENST00000281828.6_222656058_222656228_171	12.144150446057699	-11.801611442285	ENST00000281828	ENSG00000116120
ENST00000282441.9_102110480_102110797_318	17.6058763246184	-11.080523461040402	ENST00000282441	ENSG00000137693
ENST00000283943.9_229879992_229880087_96	18.8851409591152	-12.5774939492247	ENST00000283943	ENSG00000153827
ENST00000283943.9_229880066_229880125_60	19.2493912138059	-12.5774939492247	ENST00000283943	ENSG00000153827
ENST00000283943.9_229880122_229921986_114	17.652437113738802	-12.5774939492247	ENST00000283943	ENSG00000153827
ENST00000283943.9_229921883_229921990_108	17.9452549563901	-12.5774939492247	ENST00000283943	ENSG00000153827
ENST00000284273.5_122655707_122776266_552	16.109652812451902	-9.52495308814111	ENST00000284273	ENSG00000154127
ENST00000284320.5_100401064_100401147_84	13.279616524108	-12.496762212662802	ENST00000284320	ENSG00000154174
ENST00000284320.5_100401187_100401312_126	15.335022597497302	-12.496762212662802	ENST00000284320	ENSG00000154174
ENST00000284320.5_100401198_100401350_153	15.195450471615901	-12.496762212662802	ENST00000284320	ENSG00000154174
ENST00000285737.8_48244318_48244398_81	17.422213475586698	-11.5491551807284	ENST00000285737	ENSG00000102910
ENST00000285896.10_154858637_154863236_162	30.0	-9.26552721657916	ENST00000285896	ENSG00000155508
ENST00000285896.10_154858645_154863250_168	30.0	-9.26552721657916	ENST00000285896	ENSG00000155508
ENST00000285896.10_154858656_154863246_153	30.0	-9.26552721657916	ENST00000285896	ENSG00000155508
ENST00000286627.9_77637575_77637841_267	30.0	-12.1869177718219	ENST00000286627	ENSG00000156113
ENST00000286627.9_77637648_77638196_549	30.0	-12.1869177718219	ENST00000286627	ENSG00000156113
ENST00000287394.9_123380629_123396455_318	13.8786651725475	-13.0485312225133	ENST00000287394	ENSG00000156802
ENST00000287394.9_123396281_123396457_177	12.6176250217098	-13.0485312225133	ENST00000287394	ENSG00000156802
ENST00000287394.9_123396370_123396444_75	18.9942112733619	-13.0485312225133	ENST00000287394	ENSG00000156802
ENST00000287437.7_125102129_125102388_90	18.65521837617	-10.9776210048371	ENST00000287437	ENSG00000156831
ENST00000287844.6_151226379_151226471_93	12.9695489577999	-11.4142529776931	ENST00000287844	ENSG00000033050
ENST00000287844.6_151226484_151227205_60	17.7263028737383	-11.4142529776931	ENST00000287844	ENSG00000033050
ENST00000289371.10_99337366_99337467_102	13.846031140083001	-12.760295195996001	ENST00000289371	ENSG00000158417
ENST00000290155.7_32612348_32612452_105	13.035032070543098	-10.937595685446	ENST00000290155	ENSG00000159079
ENST00000290155.7_32612480_32612725_246	16.826116233404697	-10.937595685446	ENST00000290155	ENSG00000159079
ENST00000290295.7_48728691_48728807_117	19.644909461549002	-11.874194635130902	ENST00000290295	ENSG00000159184
ENST00000290399.10_36699172_36699747_576	18.1357700165513	-10.2487796385569	ENST00000290399	ENSG00000159263
ENST00000290810.7_66826772_66830987_150	13.980571710206402	-10.951360484316002	ENST00000290810	ENSG00000159593
ENST00000290810.7_66830851_66830961_111	17.8414058750849	-10.951360484316002	ENST00000290810	ENSG00000159593
ENST00000291386.3_1564833_1574843_450	-10.713316797036	0.626798188597222	ENST00000291386	ENSG00000160075
ENST00000292807.9_184174865_184176981_126	26.8443880337389	-13.4171991941029	ENST00000292807	ENSG00000161203
ENST00000292807.9_184174884_184176994_120	26.828196030047103	-13.4171991941029	ENST00000292807	ENSG00000161203
ENST00000293362.7_42833520_42834345_156	20.1880810876525	-11.2974894236042	ENST00000293362	ENSG00000131467
ENST00000295736.9_27452450_27456739_138	15.0329518264222	-13.233590649084801	ENST00000295736	ENSG00000033867
ENST00000295770.3_31532950_31576398_366	12.277361799674802	-12.8311023099176	ENST00000295770	ENSG00000163527
ENST00000295920.7_155870653_155903863_246	18.1533299922898	-11.828706022471001	ENST00000295920	ENSG00000163655
ENST00000295920.7_155870660_155903870_246	18.1533299922898	-11.828706022471001	ENST00000295920	ENSG00000163655
ENST00000295924.11_156674459_156677669_351	15.952537949661801	-11.3350137839933	ENST00000295924	ENSG00000163659
ENST00000295924.11_156674605_156674703_99	15.421973345692502	-11.3350137839933	ENST00000295924	ENSG00000163659
ENST00000295924.11_156674616_156674729_114	15.421973345692502	-11.3350137839933	ENST00000295924	ENSG00000163659
ENST00000295951.7_57756230_57756764_330	16.0742710533979	-9.202991596133929	ENST00000295951	ENSG00000163681
ENST00000296088.11_43286583_43299780_120	15.2891488978859	-10.3231580414704	ENST00000296088	ENSG00000163788
ENST00000296088.11_43286596_43303333_378	17.4883078394971	-10.3231580414704	ENST00000296088	ENSG00000163788
ENST00000296088.11_43299780_43303151_90	16.8293612326741	-10.3231580414704	ENST00000296088	ENSG00000163788
ENST00000296255.7_128650710_128650823_114	14.916807695427599	-12.8036764406635	ENST00000296255	ENSG00000163902
