ORF_ID	FC_U	FC_T
ENST00000264265.3_158672512_158672607_96	17.2980196050711	-10.3147639545666
ENST00000264265.3_158672522_158672599_78	16.5631658111041	-10.3147639545666
ENST00000264758.11_2843892_2844020_129	16.3033625728401	-11.1953525791276
ENST00000264758.11_2843905_2875916_141	16.4567219688082	-11.1953525791276
ENST00000264883.7_76144407_76148408_168	12.5647306394154	-10.1838580329543
ENST00000264995.7_131501695_131502876_168	12.6237515783796	-10.9347156308917
ENST00000264995.7_131502828_131502962_135	16.3453434382021	-10.9347156308917
ENST00000265069.12_32444232_32444740_216	20.9157303475859	-12.3675459473045
ENST00000265361.7_80918871_80919035_165	17.5097475367588	-11.3942037896495
ENST00000265388.9_129018051_129054840_297	11.4749548033712	-11.8162831702507
ENST00000265388.9_129018079_129054865_294	12.1936885119696	-11.8162831702507
ENST00000265393.10_27740110_27748525_168	13.7328953530852	-12.747363970619
ENST00000265393.10_27740246_27748607_114	13.677376044045	-12.747363970619
ENST00000265431.7_90082067_90082810_228	23.345194937636	-25.1848655014836
ENST00000265433.7_89982838_89984716_210	12.328707462751	-12.1715330562457
ENST00000265433.7_89984577_89984693_117	13.5468546810371	-12.1715330562457
ENST00000265433.7_89984617_89984694_78	13.5468546810371	-12.1715330562457
ENST00000265523.8_43758688_43771159_69	17.0429307132445	-11.1603923086562
ENST00000265562.4_47381033_47381149_117	16.1145051661565	-10.7832043841752
ENST00000265631.9_96296923_96322089_177	16.0126624682855	-10.4982556344064
ENST00000265872.10_68721215_68722464_78	14.2228971238706	-11.6562696830539
ENST00000266014.9_52705500_52705613_114	15.555813211556	-10.0716048601497
ENST00000266671.9_76032296_76032424_129	17.2149255495309	-12.879560668668
ENST00000266970.8_55966777_55966986_210	12.1520377872086	-10.6216732387341
ENST00000267163.4_48303801_48303998_198	15.6697809910544	-10.9507392473045
ENST00000267176.8_123350405_123364819_156	17.3488000390253	-11.5992563566875
ENST00000267257.11_120224195_120265640_207	24.8187691382289	-13.2415821125917
ENST00000267257.11_120224203_120265654_213	24.7889088970752	-13.2415821125917
ENST00000267973.6_78295705_78299684_144	16.6391575378654	-10.8127949211967
ENST00000267973.6_78299564_78299773_210	16.5227410825209	-10.8127949211967
ENST00000268379.8_21953414_21957266_75	13.1268117477549	-12.0876541907543
ENST00000269195.5_35654576_35654635_60	17.7543451360673	-10.8614168413058
ENST00000269932.10_19033630_19033821_192	12.5805716392587	-10.297456163592
ENST00000269932.10_19033989_19042844_159	10.6180655359963	-10.297456163592
ENST00000270460.10_55675226_55675393_168	15.7656185310886	-10.8483330487659
ENST00000270460.10_55675333_55675422_90	17.4977636386093	-10.8483330487659
ENST00000270538.7_7938145_7943664_207	10.9852292233643	-11.0217380590894
ENST00000270538.7_7938149_7943803_342	11.0078793762933	-11.0217380590894
ENST00000270625.6_49496404_49497922_282	24.4294303701711	-14.647138219812
ENST00000271234.11_93448185_93499508_162	15.9929348933379	-10.212122523823
ENST00000271836.10_155051316_155051462_147	12.2765790427117	-11.8435971374069
ENST00000271836.10_155051353_155052677_120	12.1746566828381	-11.8435971374069
ENST00000272542.7_112646029_112646614_153	13.1967623603262	-12.7725065864898
ENST00000272638.13_135741794_135748267_219	18.8053713454491	-11.4639439440034
ENST00000272748.8_175993186_176002290_258	18.0143778918298	-10.508878194357
ENST00000272748.8_175995591_176002319_216	17.3522732159456	-10.508878194357
ENST00000272793.9_169827465_169827650_186	16.0215668859589	-11.6473373185677
ENST00000273258.3_69084986_69085153_168	18.1792716155771	-10.8297880680359
ENST00000273398.7_113747056_113781094_198	12.994019998081	-12.5425986562035
ENST00000274026.9_121823659_121823757_99	16.3674613763016	-11.2580465979279
ENST00000274203.13_16935897_16936271_375	17.7236775776375	-11.169917082099
ENST00000274217.3_14581797_14600991_189	15.9617286922211	-10.2140259115114
ENST00000274457.4_115543598_115544541_105	30.0	-23.4693941421501
ENST00000274562.13_146177563_146177625_63	12.2607030507143	-11.9751308448699
ENST00000274562.13_146177635_146182519_63	12.3870586311171	-11.9751308448699
ENST00000275603.8_56051704_56052454_315	25.3187343779913	-13.3345723556876
ENST00000278174.9_13463116_13463271_156	15.789160862155	-9.07870036930134
ENST00000278616.8_108222966_108223184_219	15.7418702655376	-11.6136847655624
ENST00000279873.11_61901525_61902267_315	18.1252596063382	-12.3782089950964
ENST00000279873.11_61901658_61902223_138	13.3331970070378	-12.3782089950964
ENST00000280154.11_110871860_110875986_180	17.3917446195174	-12.0584206002028
ENST00000280377.9_62260362_62294183_147	17.3605451676295	-11.3580415333215
ENST00000280800.4_113358576_113358842_267	16.8893996012883	-11.216378284362
ENST00000280800.4_113358590_113358649_60	12.4349383553956	-11.216378284362
ENST00000280904.10_31102241_31102333_93	15.8209147135946	-11.4377544568686
ENST00000281038.9_78574358_78574639_282	30.0	-8.88885972157633
ENST00000281419.7_9206803_9279350_462	18.2359762929068	-11.5059307504465
ENST00000281419.7_9206826_9207053_228	16.023184327904	-11.5059307504465
ENST00000281419.7_9206894_9207148_255	12.4797631823776	-11.5059307504465
ENST00000281828.6_222656051_222656197_147	12.3600400926449	-11.801611442285
ENST00000281828.6_222656058_222656228_171	12.1441504460577	-11.801611442285
ENST00000282441.9_102110480_102110797_318	17.6058763246184	-11.0805234610404
ENST00000283943.9_229879992_229880087_96	18.8851409591152	-12.5774939492247
ENST00000283943.9_229880066_229880125_60	19.2493912138059	-12.5774939492247
ENST00000283943.9_229880122_229921986_114	17.6524371137388	-12.5774939492247
ENST00000283943.9_229921883_229921990_108	17.9452549563901	-12.5774939492247
ENST00000284273.5_122655707_122776266_552	16.1096528124519	-9.52495308814111
ENST00000284320.5_100401064_100401147_84	13.279616524108	-12.4967622126628
ENST00000284320.5_100401187_100401312_126	15.3350225974973	-12.4967622126628
ENST00000284320.5_100401198_100401350_153	15.1954504716159	-12.4967622126628
ENST00000285737.8_48244318_48244398_81	17.4222134755867	-11.5491551807284
ENST00000285896.10_154858637_154863236_162	30.0	-9.26552721657916
ENST00000285896.10_154858645_154863250_168	30.0	-9.26552721657916
ENST00000285896.10_154858656_154863246_153	30.0	-9.26552721657916
ENST00000286627.9_77637575_77637841_267	30.0	-12.1869177718219
ENST00000286627.9_77637648_77638196_549	30.0	-12.1869177718219
ENST00000287394.9_123380629_123396455_318	13.8786651725475	-13.0485312225133
ENST00000287394.9_123396281_123396457_177	12.6176250217098	-13.0485312225133
ENST00000287394.9_123396370_123396444_75	18.9942112733619	-13.0485312225133
ENST00000287437.7_125102129_125102388_90	18.65521837617	-10.9776210048371
ENST00000287844.6_151226379_151226471_93	12.9695489577999	-11.4142529776931
ENST00000287844.6_151226484_151227205_60	17.7263028737383	-11.4142529776931
ENST00000289371.10_99337366_99337467_102	13.846031140083	-12.760295195996
ENST00000290155.7_32612348_32612452_105	13.0350320705431	-10.937595685446
ENST00000290155.7_32612480_32612725_246	16.8261162334047	-10.937595685446
ENST00000290295.7_48728691_48728807_117	19.644909461549	-11.8741946351309
ENST00000290399.10_36699172_36699747_576	18.1357700165513	-10.2487796385569
ENST00000290810.7_66826772_66830987_150	13.9805717102064	-10.951360484316
ENST00000290810.7_66830851_66830961_111	17.8414058750849	-10.951360484316
ENST00000291386.3_1564833_1574843_450	-10.713316797036	0.626798188597222
ENST00000292807.9_184174865_184176981_126	26.8443880337389	-13.4171991941029
ENST00000292807.9_184174884_184176994_120	26.8281960300471	-13.4171991941029
ENST00000293362.7_42833520_42834345_156	20.1880810876525	-11.2974894236042
ENST00000295736.9_27452450_27456739_138	15.0329518264222	-13.2335906490848
ENST00000295770.3_31532950_31576398_366	12.2773617996748	-12.8311023099176
ENST00000295920.7_155870653_155903863_246	18.1533299922898	-11.828706022471
ENST00000295920.7_155870660_155903870_246	18.1533299922898	-11.828706022471
ENST00000295924.11_156674459_156677669_351	15.9525379496618	-11.3350137839933
ENST00000295924.11_156674605_156674703_99	15.4219733456925	-11.3350137839933
ENST00000295924.11_156674616_156674729_114	15.4219733456925	-11.3350137839933
ENST00000295951.7_57756230_57756764_330	16.0742710533979	-9.20299159613393
ENST00000296088.11_43286583_43299780_120	15.2891488978859	-10.3231580414704
ENST00000296088.11_43286596_43303333_378	17.4883078394971	-10.3231580414704
ENST00000296088.11_43299780_43303151_90	16.8293612326741	-10.3231580414704
ENST00000296255.7_128650710_128650823_114	14.9168076954276	-12.8036764406635
ENST00000296273.6_186806339_186806434_96	10.7930641703632	-10.5989416506126
ENST00000296484.6_52149949_52154398_168	15.9412766435634	-9.90019876807854
ENST00000296701.10_148383985_148394754_96	15.6705713709958	-11.2660727030476
ENST00000296794.10_73626191_73684858_150	16.062157344005	-11.0004435132893
ENST00000296930.9_171387879_171390054_132	18.9508234620608	-10.9595876987043
ENST00000297071.8_23531824_23532018_195	18.4800370100843	-11.3035124932338
ENST00000297578.8_103414870_103415082_213	11.4968450784699	-10.8210607686789
ENST00000297578.8_103414937_103415044_108	16.9869145137988	-10.8210607686789
ENST00000297591.9_94553404_94553490_87	13.6688291588184	-12.8713057098519
ENST00000297591.9_94553414_94553518_105	14.3916431468192	-12.8713057098519
ENST00000298281.8_83157010_83157324_315	16.2069676991988	-10.1666509171759
ENST00000298281.8_83157126_83157524_399	16.417201430153	-10.1666509171759
ENST00000298316.6_49893599_49893685_87	17.165705204855	-12.104412991976
ENST00000298875.8_92122075_92130957_120	17.4461264750874	-12.3702008099652
ENST00000299204.4_103561187_103562747_138	15.6608354999009	-10.2457405087486
ENST00000299957.10_44288933_44289349_417	11.2706248823205	-9.95331318260527
ENST00000299977.8_35243074_35258691_111	17.0228679143974	-10.5572326973789
ENST00000300291.9_56451293_56451364_72	17.0736551274499	-11.2825948528161
ENST00000300935.7_16111831_16111938_108	23.3001961179536	-24.5086646512274
ENST00000301364.9_2336129_2336615_297	12.3095263876341	-11.2676613327765
ENST00000301964.6_9791462_9792282_99	17.3203958805671	-9.80810706784302
ENST00000302078.9_154548893_154550391_135	11.9684893530003	-11.4183154269978
ENST00000302216.12_88563094_88563658_84	17.9020075707431	-11.2687970030552
ENST00000302291.8_23094267_23109033_126	16.8856788028865	-10.6994880736685
ENST00000302291.8_23109095_23177504_306	17.1498744965525	-10.6994880736685
ENST00000302291.8_23109109_23169001_255	17.0882218936992	-10.6994880736685
ENST00000302313.9_39052000_39063125_150	11.6780870580523	-11.0820143003325
ENST00000302313.9_39052019_39063069_75	17.5902827266198	-11.0820143003325
ENST00000302345.6_78997606_78997719_114	15.2461865067267	-10.8334578378039
ENST00000302418.4_32055943_32056083_141	13.2749683416106	-12.8314670115964
ENST00000302418.4_32056022_32056258_237	19.0179331061603	-12.8314670115964
ENST00000302418.4_32056191_32056427_237	20.6236258857331	-12.8314670115964
ENST00000302418.4_32056249_32056356_108	13.7441508957798	-12.8314670115964
ENST00000302759.10_110674211_110678018_123	13.9027750957676	-12.6818873763756
ENST00000303622.13_103385599_103386015_417	15.5427609220167	-10.2711666922574
ENST00000303714.8_69013314_69013433_120	15.1925382009184	-10.5681784599726
ENST00000304449.5_119592500_119605869_153	15.9651542375927	-10.2456209134495
ENST00000304658.9_28211552_28211812_261	16.5018394663902	-9.64009605787071
ENST00000304743.6_70907672_70907941_270	12.5938581661726	-11.7542001179212
ENST00000305123.5_226798542_226798964_423	15.2236568532392	-10.6734683344923
ENST00000305123.5_226799332_226799721_390	17.6958661922293	-10.6734683344923
ENST00000305123.5_226799523_226799744_222	15.682835998585	-10.6734683344923
ENST00000305135.9_183715155_183717710_168	12.7866794814442	-10.9771742861434
ENST00000305386.3_49620803_49620922_120	11.1050248750029	-10.6511770171641
ENST00000305386.3_49620903_49620980_78	16.5704346871014	-10.6511770171641
ENST00000305544.8_49132564_49132988_297	18.7342221011298	-11.819851804059
ENST00000306256.13_2391850_2395795_162	17.5481146178467	-11.5586172206702
ENST00000306560.1_69107659_69109688_330	12.6091612793266	-12.3267611710538
ENST00000306801.7_80545509_80545679_171	16.8774695596684	-10.6761005694061
ENST00000307017.8_143184996_143185094_99	15.8767763686197	-9.39321943037523
ENST00000307363.9_33072694_33097191_201	17.5315259139237	-10.6812331507832
ENST00000307677.4_31722623_31722751_129	13.8180526656252	-12.1143023931616
ENST00000307768.4_9890562_9890807_246	17.0490941308592	-10.3754295434939
ENST00000307768.4_9890566_9892929_261	17.3413753985337	-10.3754295434939
ENST00000308639.13_65662888_65663079_192	17.0306353719858	-10.0523805997007
ENST00000308783.9_67121274_67131986_120	16.951364864945	-10.7497761674725
ENST00000309007.9_177468885_177473525_105	17.2745080434893	-11.0846458612681
ENST00000309007.9_177473464_177473715_252	15.7353769344011	-11.0846458612681
ENST00000309295.8_65576043_65576303_261	15.9111424053538	-9.70158830716491
ENST00000309334.5_62049320_62049430_111	16.2040881718715	-11.9612016921003
ENST00000309922.6_101561874_101564807_168	12.1687452374714	-10.5395578538285
ENST00000309922.6_101561921_101564800_114	12.0635764896673	-10.5395578538285
ENST00000310144.10_63827312_63829494_276	14.7764796287789	-13.2113540707715
ENST00000310144.10_63827343_63827498_156	15.5228893098426	-13.2113540707715
ENST00000310144.10_63827395_63827478_84	20.1899033875188	-13.2113540707715
ENST00000310450.8_20017363_20017449_87	23.5929254496888	-23.9407659900848
ENST00000310931.8_241268527_241315827_273	12.4796080910971	-13.6377910405187
ENST00000310931.8_241315607_241315696_90	13.2717255342584	-13.6377910405187
ENST00000310958.10_55389431_55408508_291	15.2682428528421	-10.8751181035838
ENST00000311275.11_47310079_47347885_156	16.4205228878206	-10.9776541709754
ENST00000312010.10_78838587_78840838_267	30.0	-8.96672167708982
ENST00000312184.5_73976217_73976279_63	19.3954890531258	-10.9538651494909
ENST00000312263.10_167936713_167936781_69	15.8770799598466	-9.81282934302771
ENST00000312858.9_76151958_76154385_66	15.9453893299253	-10.2320038615612
ENST00000313010.7_82860116_82900463_231	13.187314099954	-11.7675304034549
ENST00000313146.10_156728276_156728389_114	15.5587610740468	-8.41375122437106
ENST00000313244.13_6739730_6741070_117	16.1732121552332	-10.292248900433
ENST00000313285.12_6739694_6741070_153	16.1732121552332	-10.2829781369957
ENST00000313288.8_1721557_1723459_126	17.4120926076752	-11.1968944879536
ENST00000313349.3_64636736_64636873_138	18.743730971314	-9.98708800776646
ENST00000313478.11_50648805_50686804_474	17.3136007364727	-9.72226153126383
ENST00000313478.11_50686695_50686754_60	16.2333123321805	-9.72226153126383
ENST00000313654.13_23689501_23689584_84	16.2122407266915	-11.6997927797722
ENST00000314103.5_36385434_36386137_96	16.6897120898054	-10.2032116061298
ENST00000314174.5_23094329_23168815_102	16.4954583075695	-10.5884980145826
ENST00000314328.13_24270859_24276721_147	15.7004379210294	-10.4950524782921
ENST00000314328.13_24270950_24276761_96	15.5468808246397	-10.4950524782921
ENST00000314425.9_71253245_71254139_141	16.1661400489498	-10.8119800957321
ENST00000314595.5_56978978_56986419_93	14.7498860090481	-13.4079034728418
ENST00000314754.12_207321714_207322382_153	16.5159483458768	-12.1862021679651
ENST00000314761.8_189441468_189441548_81	11.4460157711236	-11.4108709779643
ENST00000314797.10_129249621_129249713_93	12.7405275258313	-12.3330761535986
ENST00000314797.10_129249676_129249735_60	12.4706548086352	-12.3330761535986
ENST00000315050.11_151065014_151087149_183	17.5802776896822	-10.2493310679945
ENST00000315050.11_151065022_151087157_183	17.4715510827209	-10.2493310679945
ENST00000315273.4_9206803_9279350_462	18.2359762929068	-11.5038075622145
ENST00000315273.4_9206826_9207053_228	16.023184327904	-11.5038075622145
ENST00000315273.4_9206894_9207148_255	12.4797631823776	-11.5038075622145
ENST00000315579.9_6493633_6493695_63	17.8661996342799	-12.8561089591796
ENST00000315579.9_6493664_6493735_72	17.9827007185564	-12.8561089591796
ENST00000315579.9_6493735_6494142_408	18.6145073182805	-12.8561089591796
ENST00000315579.9_6493958_6495088_210	13.6345802937317	-12.8561089591796
ENST00000315596.14_32586455_32648866_252	15.7607271938327	-10.8173373264214
ENST00000316881.8_56913876_56914022_147	11.5462619940242	-11.2103608821412
ENST00000316881.8_56913880_56914011_132	11.50591105281	-11.2103608821412
ENST00000317147.9_58599330_58599395_66	13.2051192914354	-12.5029142059677
ENST00000317147.9_58599442_58629801_144	19.0041983971601	-12.5029142059677
ENST00000318304.12_27524225_27524338_114	16.1389420365453	-11.4005797092966
ENST00000318410.11_125091621_125091713_93	13.0059083295938	-12.0676234516115
ENST00000318607.9_100721903_100722052_150	17.3998476923346	-12.9311099160463
ENST00000318607.9_100721998_100722150_153	13.0305235551456	-12.9311099160463
ENST00000319380.11_76452739_76453179_441	12.0501914466161	-12.239990296559
ENST00000319410.9_75644400_75647661_147	13.5305269187109	-12.4107610683412
ENST00000319410.9_75644456_75647642_72	13.5305269187109	-12.4107610683412
ENST00000320027.9_31161534_31161716_183	19.9147090069316	-13.2920103014669
ENST00000320474.8_161086712_161103440_186	15.3992770605342	-10.3074424539333
ENST00000321265.9_26921830_26941620_342	12.1237078553453	-11.9751536427993
ENST00000321394.11_159789503_159789745_243	12.2172066490232	-12.541229752666
ENST00000322067.11_220089716_220089811_96	16.9117610833085	-10.3095526657903
ENST00000322157.8_47531233_47545909_324	13.3742284166437	-13.220228822322
ENST00000322157.8_47531255_47545922_315	13.3742284166437	-13.220228822322
